timestamp,junction,junction_name,vehicle_count,road_capacity,utilization_percent,average_speed_kmph,congestion_level
2026-09-22T20:38:34.958683,J5,Hospital Road,196,280,70.0,24.08,MEDIUM
2026-09-22T20:38:34.958683,J6,Airport Road,210,350,60.0,22.12,MEDIUM
2026-09-22T20:38:39.997894,J1,Main Market,173,300,57.7,39.16,LOW
2026-09-22T20:38:39.997894,J2,Railway Square,224,350,64.0,25.61,MEDIUM
2026-09-22T20:38:39.997894,J3,City Center,336,400,84.0,20.22,MEDIUM
2026-09-22T20:38:39.997894,J4,University Road,167,300,55.7,32.53,LOW
2026-09-22T20:38:39.997894,J5,Hospital Road,194,280,69.3,23.14,MEDIUM
2026-09-22T20:38:39.997894,J6,Airport Road,231,350,66.0,28.08,MEDIUM
2026-09-22T20:38:45.016314,J1,Main Market,184,300,61.3,20.23,MEDIUM
2026-09-22T20:38:45.016314,J2,Railway Square,248,350,70.9,22.06,MEDIUM
2026-09-22T20:38:45.016314,J3,City Center,346,400,86.5,12.88,HIGH
2026-09-22T20:38:45.016314,J4,University Road,172,300,57.3,37.37,LOW
2026-09-22T20:38:45.016314,J5,Hospital Road,224,280,80.0,21.68,MEDIUM
2026-09-22T20:38:45.016314,J6,Airport Road,240,350,68.6,24.24,MEDIUM
2026-09-22T20:38:50.046672,J1,Main Market,181,300,60.3,28.69,MEDIUM
2026-09-22T20:38:50.046672,J2,Railway Square,220,350,62.9,26.59,MEDIUM
2026-09-22T20:38:50.046672,J3,City Center,323,400,80.8,18.61,MEDIUM
2026-09-22T20:38:50.046672,J4,University Road,153,300,51.0,36.13,LOW
2026-09-22T20:38:50.046672,J5,Hospital Road,197,280,70.4,21.97,MEDIUM
2026-09-22T20:38:50.046672,J6,Airport Road,212,350,60.6,20.91,MEDIUM
2026-09-22T20:38:55.104102,J1,Main Market,157,300,52.3,38.58,LOW
2026-09-22T20:38:55.104102,J2,Railway Square,239,350,68.3,20.96,MEDIUM
2026-09-22T20:38:55.104102,J3,City Center,322,400,80.5,19.3,MEDIUM
2026-09-22T20:38:55.104102,J4,University Road,153,300,51.0,31.41,LOW
2026-09-22T20:38:55.104102,J5,Hospital Road,196,280,70.0,23.79,MEDIUM
2026-09-22T20:38:55.104102,J6,Airport Road,238,350,68.0,22.03,MEDIUM
2026-09-22T20:39:00.139543,J1,Main Market,174,300,58.0,34.95,LOW
2026-09-22T20:39:00.139543,J2,Railway Square,217,350,62.0,25.1,MEDIUM
2026-09-22T20:39:00.139543,J3,City Center,379,400,94.8,18.81,HIGH
2026-09-22T20:39:00.139543,J4,University Road,166,300,55.3,34.84,LOW
2026-09-22T20:39:00.139543,J5,Hospital Road,217,280,77.5,22.6,MEDIUM
2026-09-22T20:39:00.139543,J6,Airport Road,215,350,61.4,27.08,MEDIUM
2026-09-22T20:39:05.195560,J1,Main Market,169,300,56.3,32.95,LOW
2026-09-22T20:39:05.195560,J2,Railway Square,246,350,70.3,25.93,MEDIUM
2026-09-22T20:39:05.195560,J3,City Center,368,400,92.0,17.58,HIGH
2026-09-22T20:39:05.195560,J4,University Road,161,300,53.7,35.01,LOW
2026-09-22T20:39:05.195560,J5,Hospital Road,202,280,72.1,25.47,MEDIUM
2026-09-22T20:39:05.195560,J6,Airport Road,212,350,60.6,24.31,MEDIUM
2026-09-22T20:39:10.218740,J1,Main Market,159,300,53.0,38.23,LOW
2026-09-22T20:39:10.218740,J2,Railway Square,237,350,67.7,23.16,MEDIUM
2026-09-22T20:39:10.218740,J3,City Center,323,400,80.8,18.05,MEDIUM
2026-09-22T20:39:10.218740,J4,University Road,152,300,50.7,38.68,LOW
2026-09-22T20:39:10.218740,J5,Hospital Road,207,280,73.9,26.53,MEDIUM
2026-09-22T20:39:10.218740,J6,Airport Road,209,350,59.7,36.38,LOW
2026-09-22T20:39:15.239863,J1,Main Market,176,300,58.7,38.14,LOW
2026-09-22T20:39:15.239863,J2,Railway Square,240,350,68.6,26.34,MEDIUM
2026-09-22T20:39:15.239863,J3,City Center,368,400,92.0,12.22,HIGH
2026-09-22T20:39:15.239863,J4,University Road,147,300,49.0,35.41,LOW
2026-09-22T20:39:15.239863,J5,Hospital Road,219,280,78.2,29.86,MEDIUM
2026-09-22T20:39:15.239863,J6,Airport Road,223,350,63.7,21.37,MEDIUM
2026-09-22T20:39:20.261673,J1,Main Market,183,300,61.0,20.14,MEDIUM
2026-09-22T20:39:20.261673,J2,Railway Square,233,350,66.6,25.35,MEDIUM
2026-09-22T20:39:20.261673,J3,City Center,336,400,84.0,13.48,HIGH
2026-09-22T20:39:20.261673,J4,University Road,167,300,55.7,31.19,LOW
2026-09-22T20:39:20.261673,J5,Hospital Road,209,280,74.6,21.35,MEDIUM
2026-09-22T20:39:20.261673,J6,Airport Road,233,350,66.6,28.85,MEDIUM
2026-09-22T20:39:25.281949,J1,Main Market,165,300,55.0,37.63,LOW
2026-09-22T20:39:25.281949,J2,Railway Square,247,350,70.6,28.55,MEDIUM
2026-09-22T20:39:25.281949,J3,City Center,332,400,83.0,14.06,HIGH
2026-09-22T20:39:25.281949,J4,University Road,142,300,47.3,33.21,LOW
2026-09-22T20:39:25.281949,J5,Hospital Road,195,280,69.6,22.31,MEDIUM
2026-09-22T20:39:25.281949,J6,Airport Road,208,350,59.4,33.22,LOW
2026-09-22T20:39:30.318891,J1,Main Market,182,300,60.7,27.38,MEDIUM
2026-09-22T20:39:30.318891,J2,Railway Square,258,350,73.7,28.54,MEDIUM
2026-09-22T20:39:30.318891,J3,City Center,343,400,85.8,20.2,MEDIUM
2026-09-22T20:39:30.318891,J4,University Road,172,300,57.3,34.79,LOW
2026-09-22T20:39:30.318891,J5,Hospital Road,211,280,75.4,24.91,MEDIUM
2026-09-22T20:39:30.318891,J6,Airport Road,227,350,64.9,29.71,MEDIUM
2026-09-22T20:39:35.341102,J1,Main Market,160,300,53.3,31.83,LOW
2026-09-22T20:39:35.341102,J2,Railway Square,261,350,74.6,23.06,MEDIUM
2026-09-22T20:39:35.341102,J3,City Center,383,400,95.8,19.17,HIGH
2026-09-22T20:39:35.341102,J4,University Road,154,300,51.3,36.13,LOW
2026-09-22T20:39:35.341102,J5,Hospital Road,213,280,76.1,27.69,MEDIUM
2026-09-22T20:39:35.341102,J6,Airport Road,222,350,63.4,25.99,MEDIUM
2026-09-22T20:39:40.379290,J1,Main Market,168,300,56.0,30.35,LOW
2026-09-22T20:39:40.379290,J2,Railway Square,229,350,65.4,24.16,MEDIUM
2026-09-22T20:39:40.379290,J3,City Center,390,400,97.5,21.33,HIGH
2026-09-22T20:39:40.379290,J4,University Road,172,300,57.3,36.41,LOW
2026-09-22T20:39:40.379290,J5,Hospital Road,204,280,72.9,29.52,MEDIUM
2026-09-22T20:39:40.379290,J6,Airport Road,238,350,68.0,24.73,MEDIUM
2026-09-22T20:39:45.456264,J1,Main Market,174,300,58.0,35.33,LOW
2026-09-22T20:39:45.456264,J2,Railway Square,224,350,64.0,28.54,MEDIUM
2026-09-22T20:39:45.456264,J3,City Center,369,400,92.2,13.35,HIGH
2026-09-22T20:39:45.456264,J4,University Road,171,300,57.0,32.2,LOW
2026-09-22T20:39:45.456264,J5,Hospital Road,190,280,67.9,28.86,MEDIUM
2026-09-22T20:39:45.456264,J6,Airport Road,238,350,68.0,26.39,MEDIUM
2026-09-22T20:39:50.482725,J1,Main Market,180,300,60.0,21.18,MEDIUM
2026-09-22T20:39:50.482725,J2,Railway Square,227,350,64.9,28.68,MEDIUM
2026-09-22T20:39:50.482725,J3,City Center,362,400,90.5,21.43,HIGH
2026-09-22T20:39:50.482725,J4,University Road,169,300,56.3,33.28,LOW
2026-09-22T20:39:50.482725,J5,Hospital Road,215,280,76.8,20.77,MEDIUM
2026-09-22T20:39:50.482725,J6,Airport Road,233,350,66.6,22.99,MEDIUM
2026-09-22T20:39:55.507162,J1,Main Market,173,300,57.7,33.6,LOW
2026-09-22T20:39:55.507162,J2,Railway Square,222,350,63.4,21.12,MEDIUM
2026-09-22T20:39:55.507162,J3,City Center,374,400,93.5,19.91,HIGH
2026-09-22T20:39:55.507162,J4,University Road,145,300,48.3,37.43,LOW
2026-09-22T20:39:55.507162,J5,Hospital Road,219,280,78.2,23.12,MEDIUM
2026-09-22T20:39:55.507162,J6,Airport Road,239,350,68.3,21.14,MEDIUM
2026-09-22T20:40:00.551137,J1,Main Market,168,300,56.0,31.21,LOW
2026-09-22T20:40:00.551137,J2,Railway Square,250,350,71.4,25.7,MEDIUM
2026-09-22T20:40:00.551137,J3,City Center,324,400,81.0,16.85,MEDIUM
2026-09-22T20:40:00.551137,J4,University Road,157,300,52.3,31.3,LOW
2026-09-22T20:40:00.551137,J5,Hospital Road,216,280,77.1,29.5,MEDIUM
2026-09-22T20:40:00.551137,J6,Airport Road,222,350,63.4,26.75,MEDIUM
2026-09-22T20:40:05.618423,J1,Main Market,180,300,60.0,28.7,MEDIUM
2026-09-22T20:40:05.618423,J2,Railway Square,262,350,74.9,20.32,MEDIUM
2026-09-22T20:40:05.618423,J3,City Center,382,400,95.5,19.78,HIGH
2026-09-22T20:40:05.618423,J4,University Road,166,300,55.3,30.46,LOW
2026-09-22T20:40:05.618423,J5,Hospital Road,209,280,74.6,21.36,MEDIUM
2026-09-22T20:40:05.618423,J6,Airport Road,223,350,63.7,20.62,MEDIUM
2026-09-22T20:40:10.647748,J1,Main Market,177,300,59.0,39.35,LOW
2026-09-22T20:40:10.647748,J2,Railway Square,236,350,67.4,21.35,MEDIUM
2026-09-22T20:40:10.647748,J3,City Center,349,400,87.2,21.19,MEDIUM
2026-09-22T20:40:10.647748,J4,University Road,156,300,52.0,33.89,LOW
2026-09-22T20:40:10.647748,J5,Hospital Road,212,280,75.7,27.65,MEDIUM
2026-09-22T20:40:10.647748,J6,Airport Road,228,350,65.1,28.03,MEDIUM
2026-09-22T20:40:15.691039,J1,Main Market,185,300,61.7,23.38,MEDIUM
2026-09-22T20:40:15.691039,J2,Railway Square,238,350,68.0,20.11,MEDIUM
2026-09-22T20:40:15.691039,J3,City Center,336,400,84.0,19.3,MEDIUM
2026-09-22T20:40:15.691039,J4,University Road,170,300,56.7,39.91,LOW
2026-09-22T20:40:15.691039,J5,Hospital Road,197,280,70.4,22.75,MEDIUM
2026-09-22T20:40:15.691039,J6,Airport Road,223,350,63.7,29.21,MEDIUM
2026-09-22T20:40:20.727021,J1,Main Market,160,300,53.3,36.37,LOW
2026-09-22T20:40:20.727021,J2,Railway Square,221,350,63.1,20.65,MEDIUM
2026-09-22T20:40:20.727021,J3,City Center,339,400,84.8,12.93,HIGH
2026-09-22T20:40:20.727021,J4,University Road,144,300,48.0,36.88,LOW
2026-09-22T20:40:20.727021,J5,Hospital Road,189,280,67.5,22.77,MEDIUM
2026-09-22T20:40:20.727021,J6,Airport Road,221,350,63.1,28.18,MEDIUM
2026-09-22T20:40:25.763009,J1,Main Market,175,300,58.3,34.37,LOW
2026-09-22T20:40:25.763009,J2,Railway Square,241,350,68.9,26.16,MEDIUM
2026-09-22T20:40:25.763009,J3,City Center,366,400,91.5,14.47,HIGH
2026-09-22T20:40:25.763009,J4,University Road,152,300,50.7,32.17,LOW
2026-09-22T20:40:25.763009,J5,Hospital Road,197,280,70.4,24.0,MEDIUM
2026-09-22T20:40:25.763009,J6,Airport Road,237,350,67.7,27.27,MEDIUM
2026-09-22T20:40:30.790881,J1,Main Market,182,300,60.7,28.55,MEDIUM
2026-09-22T20:40:30.790881,J2,Railway Square,233,350,66.6,28.59,MEDIUM
2026-09-22T20:40:30.790881,J3,City Center,345,400,86.2,19.62,MEDIUM
2026-09-22T20:40:30.790881,J4,University Road,156,300,52.0,31.6,LOW
2026-09-22T20:40:30.790881,J5,Hospital Road,211,280,75.4,29.85,MEDIUM
2026-09-22T20:40:30.790881,J6,Airport Road,224,350,64.0,25.99,MEDIUM
2026-09-22T20:40:35.808439,J1,Main Market,187,300,62.3,24.99,MEDIUM
2026-09-22T20:40:35.808439,J2,Railway Square,240,350,68.6,26.05,MEDIUM
2026-09-22T20:40:35.808439,J3,City Center,374,400,93.5,20.28,HIGH
2026-09-22T20:40:35.808439,J4,University Road,160,300,53.3,37.33,LOW
2026-09-22T20:40:35.808439,J5,Hospital Road,201,280,71.8,22.54,MEDIUM
2026-09-22T20:40:35.808439,J6,Airport Road,228,350,65.1,27.35,MEDIUM
2026-09-22T20:40:40.833248,J1,Main Market,167,300,55.7,31.2,LOW
2026-09-22T20:40:40.833248,J2,Railway Square,222,350,63.4,23.48,MEDIUM
2026-09-22T20:40:40.833248,J3,City Center,343,400,85.8,19.72,MEDIUM
2026-09-22T20:40:40.833248,J4,University Road,161,300,53.7,38.66,LOW
2026-09-22T20:40:40.833248,J5,Hospital Road,189,280,67.5,26.73,MEDIUM
2026-09-22T20:40:40.833248,J6,Airport Road,240,350,68.6,29.21,MEDIUM
2026-09-22T20:40:45.859463,J1,Main Market,177,300,59.0,36.42,LOW
2026-09-22T20:40:45.859463,J2,Railway Square,223,350,63.7,25.36,MEDIUM
2026-09-22T20:40:45.859463,J3,City Center,359,400,89.8,16.68,MEDIUM
2026-09-22T20:40:45.859463,J4,University Road,154,300,51.3,38.81,LOW
2026-09-22T20:40:45.859463,J5,Hospital Road,210,280,75.0,27.05,MEDIUM
2026-09-22T20:40:45.859463,J6,Airport Road,227,350,64.9,29.97,MEDIUM
2026-09-22T20:40:52.275776,J1,Main Market,170,300,56.7,39.54,LOW
2026-09-22T20:40:52.275776,J2,Railway Square,236,350,67.4,21.89,MEDIUM
2026-09-22T20:40:52.275776,J3,City Center,374,400,93.5,14.36,HIGH
2026-09-22T20:40:52.275776,J4,University Road,155,300,51.7,34.17,LOW
2026-09-22T20:40:52.275776,J5,Hospital Road,226,280,80.7,21.93,MEDIUM
2026-09-22T20:40:52.275776,J6,Airport Road,240,350,68.6,27.9,MEDIUM
2026-09-22T20:40:57.633710,J1,Main Market,187,300,62.3,28.06,MEDIUM
2026-09-22T20:40:57.633710,J2,Railway Square,236,350,67.4,24.75,MEDIUM
2026-09-22T20:40:57.633710,J3,City Center,361,400,90.2,21.34,HIGH
2026-09-22T20:40:57.633710,J4,University Road,161,300,53.7,31.61,LOW
2026-09-22T20:40:57.633710,J5,Hospital Road,225,280,80.4,13.74,HIGH
2026-09-22T20:40:57.633710,J6,Airport Road,233,350,66.6,24.32,MEDIUM
2026-09-22T20:41:02.643321,J1,Main Market,160,300,53.3,36.21,LOW
2026-09-22T20:41:02.643321,J2,Railway Square,234,350,66.9,21.89,MEDIUM
2026-09-22T20:41:02.643321,J3,City Center,349,400,87.2,15.99,MEDIUM
2026-09-22T20:41:02.643321,J4,University Road,173,300,57.7,30.29,LOW
2026-09-22T20:41:02.643321,J5,Hospital Road,208,280,74.3,25.81,MEDIUM
2026-09-22T20:41:02.643321,J6,Airport Road,237,350,67.7,26.07,MEDIUM
2026-09-22T20:41:07.664473,J1,Main Market,166,300,55.3,35.25,LOW
2026-09-22T20:41:07.664473,J2,Railway Square,246,350,70.3,20.04,MEDIUM
2026-09-22T20:41:07.664473,J3,City Center,350,400,87.5,14.77,HIGH
2026-09-22T20:41:07.664473,J4,University Road,171,300,57.0,38.19,LOW
2026-09-22T20:41:07.664473,J5,Hospital Road,204,280,72.9,20.73,MEDIUM
2026-09-22T20:41:07.664473,J6,Airport Road,206,350,58.9,33.41,LOW
2026-09-22T20:41:12.729879,J1,Main Market,171,300,57.0,35.61,LOW
2026-09-22T20:41:12.729879,J2,Railway Square,253,350,72.3,27.02,MEDIUM
2026-09-22T20:41:12.729879,J3,City Center,382,400,95.5,21.97,HIGH
2026-09-22T20:41:12.729879,J4,University Road,146,300,48.7,34.47,LOW
2026-09-22T20:41:12.729879,J5,Hospital Road,225,280,80.4,18.58,MEDIUM
2026-09-22T20:41:12.729879,J6,Airport Road,228,350,65.1,23.04,MEDIUM
2026-09-22T20:41:18.688178,J1,Main Market,169,300,56.3,32.61,LOW
2026-09-22T20:41:18.688178,J2,Railway Square,246,350,70.3,27.01,MEDIUM
2026-09-22T20:41:18.688178,J3,City Center,348,400,87.0,16.44,MEDIUM
2026-09-22T20:41:18.688178,J4,University Road,151,300,50.3,37.0,LOW
2026-09-22T20:41:18.688178,J5,Hospital Road,185,280,66.1,26.48,MEDIUM
2026-09-22T20:41:18.688178,J6,Airport Road,210,350,60.0,20.75,MEDIUM
2026-09-22T20:41:23.709028,J1,Main Market,166,300,55.3,35.2,LOW
2026-09-22T20:41:23.709028,J2,Railway Square,252,350,72.0,23.25,MEDIUM
2026-09-22T20:41:23.709028,J3,City Center,330,400,82.5,17.74,MEDIUM
2026-09-22T20:41:23.709028,J4,University Road,157,300,52.3,37.05,LOW
2026-09-22T20:41:23.709028,J5,Hospital Road,213,280,76.1,20.69,MEDIUM
2026-09-22T20:41:23.709028,J6,Airport Road,236,350,67.4,28.85,MEDIUM
2026-09-22T20:41:28.713264,J1,Main Market,189,300,63.0,29.7,MEDIUM
2026-09-22T20:41:28.713264,J2,Railway Square,241,350,68.9,20.32,MEDIUM
2026-09-22T20:41:28.713264,J3,City Center,329,400,82.2,13.19,HIGH
2026-09-22T20:41:28.713264,J4,University Road,173,300,57.7,38.93,LOW
2026-09-22T20:41:28.713264,J5,Hospital Road,221,280,78.9,28.93,MEDIUM
2026-09-22T20:41:28.713264,J6,Airport Road,213,350,60.9,25.56,MEDIUM
2026-09-22T20:41:33.740313,J1,Main Market,188,300,62.7,24.97,MEDIUM
2026-09-22T20:41:33.740313,J2,Railway Square,241,350,68.9,23.86,MEDIUM
2026-09-22T20:41:33.740313,J3,City Center,344,400,86.0,19.53,MEDIUM
2026-09-22T20:41:33.740313,J4,University Road,166,300,55.3,32.27,LOW
2026-09-22T20:41:33.740313,J5,Hospital Road,219,280,78.2,23.22,MEDIUM
2026-09-22T20:41:33.740313,J6,Airport Road,232,350,66.3,22.45,MEDIUM
2026-09-22T20:41:38.821702,J1,Main Market,189,300,63.0,28.8,MEDIUM
2026-09-22T20:41:38.821702,J2,Railway Square,231,350,66.0,22.25,MEDIUM
2026-09-22T20:41:38.821702,J3,City Center,332,400,83.0,17.82,MEDIUM
2026-09-22T20:41:38.821702,J4,University Road,163,300,54.3,32.86,LOW
2026-09-22T20:41:38.821702,J5,Hospital Road,205,280,73.2,21.0,MEDIUM
2026-09-22T20:41:38.821702,J6,Airport Road,237,350,67.7,22.51,MEDIUM
2026-09-22T20:41:43.825579,J1,Main Market,171,300,57.0,31.27,LOW
2026-09-22T20:41:43.825579,J2,Railway Square,220,350,62.9,27.57,MEDIUM
2026-09-22T20:41:43.825579,J3,City Center,327,400,81.8,13.41,HIGH
2026-09-22T20:41:43.825579,J4,University Road,142,300,47.3,38.07,LOW
2026-09-22T20:41:43.825579,J5,Hospital Road,192,280,68.6,23.42,MEDIUM
2026-09-22T20:41:43.825579,J6,Airport Road,230,350,65.7,27.19,MEDIUM
2026-09-22T20:41:48.832545,J1,Main Market,157,300,52.3,30.39,LOW
2026-09-22T20:41:48.832545,J2,Railway Square,231,350,66.0,25.38,MEDIUM
2026-09-22T20:41:48.832545,J3,City Center,370,400,92.5,12.97,HIGH
2026-09-22T20:41:48.832545,J4,University Road,160,300,53.3,37.14,LOW
2026-09-22T20:41:48.832545,J5,Hospital Road,192,280,68.6,24.4,MEDIUM
2026-09-22T20:41:48.832545,J6,Airport Road,227,350,64.9,29.76,MEDIUM
2026-09-22T20:41:53.846264,J1,Main Market,157,300,52.3,37.81,LOW
2026-09-22T20:41:53.846264,J2,Railway Square,259,350,74.0,24.54,MEDIUM
2026-09-22T20:41:53.846264,J3,City Center,353,400,88.2,17.7,MEDIUM
2026-09-22T20:41:53.846264,J4,University Road,161,300,53.7,37.63,LOW
2026-09-22T20:41:53.846264,J5,Hospital Road,219,280,78.2,28.98,MEDIUM
2026-09-22T20:41:53.846264,J6,Airport Road,223,350,63.7,22.81,MEDIUM
2026-09-22T20:41:58.853911,J1,Main Market,185,300,61.7,24.35,MEDIUM
2026-09-22T20:41:58.853911,J2,Railway Square,255,350,72.9,22.7,MEDIUM
2026-09-22T20:41:58.853911,J3,City Center,340,400,85.0,15.76,MEDIUM
2026-09-22T20:41:58.853911,J4,University Road,143,300,47.7,36.98,LOW
2026-09-22T20:41:58.853911,J5,Hospital Road,217,280,77.5,24.72,MEDIUM
2026-09-22T20:41:58.853911,J6,Airport Road,214,350,61.1,22.06,MEDIUM
2026-09-22T20:42:03.864271,J1,Main Market,161,300,53.7,34.58,LOW
2026-09-22T20:42:03.864271,J2,Railway Square,257,350,73.4,27.43,MEDIUM
2026-09-22T20:42:03.864271,J3,City Center,376,400,94.0,14.93,HIGH
2026-09-22T20:42:03.864271,J4,University Road,163,300,54.3,38.67,LOW
2026-09-22T20:42:03.864271,J5,Hospital Road,214,280,76.4,29.0,MEDIUM
2026-09-22T20:42:03.864271,J6,Airport Road,199,350,56.9,31.29,LOW
2026-09-22T20:42:08.866968,J1,Main Market,175,300,58.3,36.18,LOW
2026-09-22T20:42:08.866968,J2,Railway Square,251,350,71.7,22.23,MEDIUM
2026-09-22T20:42:08.866968,J3,City Center,379,400,94.8,19.85,HIGH
2026-09-22T20:42:08.866968,J4,University Road,169,300,56.3,34.59,LOW
2026-09-22T20:42:08.866968,J5,Hospital Road,223,280,79.6,28.12,MEDIUM
2026-09-22T20:42:08.866968,J6,Airport Road,228,350,65.1,24.2,MEDIUM
2026-09-22T20:42:13.880200,J1,Main Market,169,300,56.3,32.17,LOW
2026-09-22T20:42:13.880200,J2,Railway Square,250,350,71.4,22.69,MEDIUM
2026-09-22T20:42:13.880200,J3,City Center,361,400,90.2,18.3,HIGH
2026-09-22T20:42:13.880200,J4,University Road,153,300,51.0,31.42,LOW
2026-09-22T20:42:13.880200,J5,Hospital Road,207,280,73.9,26.41,MEDIUM
2026-09-22T20:42:13.880200,J6,Airport Road,213,350,60.9,25.83,MEDIUM
2026-09-22T20:42:18.893711,J1,Main Market,159,300,53.0,35.43,LOW
2026-09-22T20:42:18.893711,J2,Railway Square,231,350,66.0,27.87,MEDIUM
2026-09-22T20:42:18.893711,J3,City Center,337,400,84.2,13.4,HIGH
2026-09-22T20:42:18.893711,J4,University Road,148,300,49.3,38.86,LOW
2026-09-22T20:42:18.893711,J5,Hospital Road,211,280,75.4,28.61,MEDIUM
2026-09-22T20:42:18.893711,J6,Airport Road,233,350,66.6,23.59,MEDIUM
2026-09-22T20:42:23.902198,J1,Main Market,179,300,59.7,36.4,LOW
2026-09-22T20:42:23.902198,J2,Railway Square,228,350,65.1,24.34,MEDIUM
2026-09-22T20:42:23.902198,J3,City Center,362,400,90.5,12.74,HIGH
2026-09-22T20:42:23.902198,J4,University Road,167,300,55.7,34.69,LOW
2026-09-22T20:42:23.902198,J5,Hospital Road,220,280,78.6,23.13,MEDIUM
2026-09-22T20:42:23.902198,J6,Airport Road,229,350,65.4,20.58,MEDIUM
2026-09-22T20:42:28.907596,J1,Main Market,168,300,56.0,39.12,LOW
2026-09-22T20:42:28.907596,J2,Railway Square,226,350,64.6,26.74,MEDIUM
2026-09-22T20:42:28.907596,J3,City Center,364,400,91.0,14.17,HIGH
2026-09-22T20:42:28.907596,J4,University Road,151,300,50.3,32.24,LOW
2026-09-22T20:42:28.907596,J5,Hospital Road,221,280,78.9,21.09,MEDIUM
2026-09-22T20:42:28.907596,J6,Airport Road,229,350,65.4,29.14,MEDIUM
2026-09-22T20:42:33.915670,J1,Main Market,165,300,55.0,31.65,LOW
2026-09-22T20:42:33.915670,J2,Railway Square,249,350,71.1,21.27,MEDIUM
2026-09-22T20:42:33.915670,J3,City Center,368,400,92.0,14.98,HIGH
2026-09-22T20:42:33.915670,J4,University Road,164,300,54.7,37.44,LOW
2026-09-22T20:42:33.915670,J5,Hospital Road,222,280,79.3,23.38,MEDIUM
2026-09-22T20:42:33.915670,J6,Airport Road,207,350,59.1,35.41,LOW
2026-09-22T20:42:38.924582,J1,Main Market,163,300,54.3,36.21,LOW
2026-09-22T20:42:38.924582,J2,Railway Square,237,350,67.7,28.55,MEDIUM
2026-09-22T20:42:38.924582,J3,City Center,322,400,80.5,16.39,MEDIUM
2026-09-22T20:42:38.924582,J4,University Road,143,300,47.7,33.95,LOW
2026-09-22T20:42:38.924582,J5,Hospital Road,208,280,74.3,26.89,MEDIUM
2026-09-22T20:42:38.924582,J6,Airport Road,231,350,66.0,28.53,MEDIUM
2026-09-22T20:42:43.939182,J1,Main Market,188,300,62.7,25.83,MEDIUM
2026-09-22T20:42:43.939182,J2,Railway Square,216,350,61.7,20.59,MEDIUM
2026-09-22T20:42:43.939182,J3,City Center,359,400,89.8,20.56,MEDIUM
2026-09-22T20:42:43.939182,J4,University Road,153,300,51.0,32.04,LOW
2026-09-22T20:42:43.939182,J5,Hospital Road,216,280,77.1,29.34,MEDIUM
2026-09-22T20:42:43.939182,J6,Airport Road,209,350,59.7,39.62,LOW
2026-09-22T20:42:48.947298,J1,Main Market,170,300,56.7,39.77,LOW
2026-09-22T20:42:48.947298,J2,Railway Square,218,350,62.3,28.45,MEDIUM
2026-09-22T20:42:48.947298,J3,City Center,376,400,94.0,19.48,HIGH
2026-09-22T20:42:48.947298,J4,University Road,159,300,53.0,37.98,LOW
2026-09-22T20:42:48.947298,J5,Hospital Road,200,280,71.4,25.97,MEDIUM
2026-09-22T20:42:48.947298,J6,Airport Road,218,350,62.3,26.55,MEDIUM
2026-09-22T20:42:53.954998,J1,Main Market,179,300,59.7,36.07,LOW
2026-09-22T20:42:53.954998,J2,Railway Square,219,350,62.6,29.83,MEDIUM
2026-09-22T20:42:53.954998,J3,City Center,326,400,81.5,14.68,HIGH
2026-09-22T20:42:53.954998,J4,University Road,145,300,48.3,37.65,LOW
2026-09-22T20:42:53.954998,J5,Hospital Road,189,280,67.5,24.03,MEDIUM
2026-09-22T20:42:53.954998,J6,Airport Road,205,350,58.6,34.37,LOW
2026-09-22T20:42:58.961907,J1,Main Market,174,300,58.0,33.29,LOW
2026-09-22T20:42:58.961907,J2,Railway Square,246,350,70.3,25.95,MEDIUM
2026-09-22T20:42:58.961907,J3,City Center,374,400,93.5,13.51,HIGH
2026-09-22T20:42:58.961907,J4,University Road,166,300,55.3,35.19,LOW
2026-09-22T20:42:58.961907,J5,Hospital Road,192,280,68.6,24.67,MEDIUM
2026-09-22T20:42:58.961907,J6,Airport Road,221,350,63.1,25.52,MEDIUM
2026-09-22T20:43:03.976725,J1,Main Market,174,300,58.0,37.17,LOW
2026-09-22T20:43:03.976725,J2,Railway Square,231,350,66.0,20.83,MEDIUM
2026-09-22T20:43:03.976725,J3,City Center,334,400,83.5,16.7,MEDIUM
2026-09-22T20:43:03.976725,J4,University Road,160,300,53.3,37.45,LOW
2026-09-22T20:43:03.976725,J5,Hospital Road,195,280,69.6,24.82,MEDIUM
2026-09-22T20:43:03.976725,J6,Airport Road,218,350,62.3,28.22,MEDIUM
2026-09-22T20:43:08.992376,J1,Main Market,156,300,52.0,38.1,LOW
2026-09-22T20:43:08.992376,J2,Railway Square,234,350,66.9,22.52,MEDIUM
2026-09-22T20:43:08.992376,J3,City Center,339,400,84.8,15.73,MEDIUM
2026-09-22T20:43:08.992376,J4,University Road,143,300,47.7,34.38,LOW
2026-09-22T20:43:08.992376,J5,Hospital Road,200,280,71.4,29.69,MEDIUM
2026-09-22T20:43:08.992376,J6,Airport Road,229,350,65.4,20.85,MEDIUM
2026-09-22T20:43:14.000246,J1,Main Market,170,300,56.7,30.94,LOW
2026-09-22T20:43:14.000246,J2,Railway Square,218,350,62.3,20.39,MEDIUM
2026-09-22T20:43:14.000246,J3,City Center,361,400,90.2,19.39,HIGH
2026-09-22T20:43:14.000246,J4,University Road,144,300,48.0,30.24,LOW
